  frequency | uncert.  | inten E.lower |  | tag  |   | quantum nos:  up-low
   84727.6880     0.0022    -4.4339 3    8.3885  7  38508 303 3 2 2       3 1 3          c-C3H2
   85318.9654     0.0024    -3.7709 3  164.7261 25  38508 30312 9 3      12 8 4          c-C3H2
   85338.8940       0.01    -3.7441 3    1.6332 15 -38508 303 2 1 2       1 0 1          c-C3H2
   85656.4310      0.017    -3.7068 3   17.3465 27 -38508 303 4 3 2       4 2 3          c-C3H2
   86125.9322     0.0028    -3.7959 3  224.1423 29  38508 3031411 3      1410 4          c-C3H2
   87385.4191     0.0039    -3.8933 3  119.2255 21  38508 30310 9 1      10 8 2          c-C3H2
   87435.3181     0.0019    -4.0439 3   28.5379 11  38508 303 5 4 2       5 3 3          c-C3H2
   89790.6516      0.003    -3.2677 3  138.2092 69  38508 30311 8 3      11 7 4          c-C3H2
   90344.0819     0.0018    -3.4688 3   41.9623 39  38508 303 6 5 2       6 4 3          c-C3H2
   92814.0980      0.004    -3.3103 3  257.0692 93  38508 3031512 3      1511 4          c-C3H2
   93147.5341      0.004    -4.0833 3   79.2900 17  38508 303 8 8 0       8 7 1          c-C3H2
   93162.0082     0.0025    -4.0775 3   60.7785 15  38508 303 7 7 1       7 6 2          c-C3H2
   94613.9847     0.0017    -3.8696 3   57.6225 15  38508 303 7 6 2       7 5 3          c-C3H2
   95971.8012     0.0043    -3.3003 3  196.1635 81  38508 3031311 2      1310 3          c-C3H2
   95975.1825     0.0035    -3.7193 3  113.8264 21  38508 30310 7 3      10 6 4          c-C3H2
  100400.7780      0.006    -3.3295 3   75.5237 51 -38508 303 8 7 2       8 6 3          c-C3H2
  102505.9563     0.0036    -3.2251 3   91.5975 57  38508 303 9 6 3       9 5 4          c-C3H2
  103127.1093     0.0033    -3.2967 3  326.0726105  38508 3031713 4      1712 5          c-C3H2
  103943.9084     0.0051    -3.7681 3  292.1802 33  38508 3031613 3      1612 4          c-C3H2
  104654.7038     0.0043    -3.3278 3  143.6053 69  38508 3031110 1      11 9 2          c-C3H2
  104904.1550      0.009    -3.5226 3   78.8727 51 -38508 303 8 8 1       8 7 2          c-C3H2
  104990.8379     0.0032    -3.7246 3  288.6781 33  38508 3031612 4      1611 5          c-C3H2
  105633.1492     0.0043    -3.8096 3  365.5836 37  38508 3031814 4      1813 5          c-C3H2
  107767.7369      0.002    -3.7536 3   95.6739 19  38508 303 9 8 2       9 7 3          c-C3H2
  108226.8682     0.0034    -3.7018 3   71.5448 17  38508 303 8 5 3       8 4 4          c-C3H2
  109873.8163     0.0046      -3.51 3   99.5386 57  38508 303 9 9 0       9 8 1          c-C3H2
  110324.6151     0.0036    -3.1892 3  253.3892 93  38508 3031511 4      1510 5          c-C3H2
  112490.7690     0.0031    -3.2499 3   53.6879 45  38508 303 7 4 3       7 3 4          c-C3H2
  112813.5178     0.0049    -3.7209 3  227.0151 29  38508 3031412 2      1411 3          c-C3H2
  112961.5606     0.0056     -3.354 3  407.2365117  38508 3031915 4      1914 5          c-C3H2
  114428.3711     0.0024    -5.4585 3   13.5296 27  38508 303 4 2 3       3 3 0          c-C3H2
  115231.8909     0.0029    -3.7887 3   38.0415 13  38508 303 6 3 3       6 2 4          c-C3H2
  116679.9640     0.0025     -3.232 3  118.0833 63  38508 30310 9 2      10 8 3          c-C3H2
  116770.7858     0.0028    -3.4293 3   24.6162 33  38508 303 5 2 3       5 1 4          c-C3H2
  117151.1910      0.009    -3.2648 3    4.4798 21 -38508 303 3 0 3       2 1 2          c-C3H2
  117457.1819     0.0026    -3.2985 3   38.0444 39  38508 303 6 4 3       6 3 4          c-C3H2
  117530.6712     0.0029     -4.148 3   13.4193  9  38508 303 4 1 3       4 0 4          c-C3H2
  117546.2140      0.026    -3.7378 3    4.4676  7 -38508 303 3 1 3       2 0 2          c-C3H2
  117550.3920       0.02    -3.9018 3   24.6168 11 -38508 303 5 3 3       5 2 4          c-C3H2
  117571.3574     0.0041    -3.9365 3   99.2687 19  38508 303 9 9 1       9 8 2          c-C3H2
  117647.1221     0.0024    -3.6973 3   53.6982 15  38508 303 7 5 3       7 4 4          c-C3H2
  117731.8210      0.009    -3.6696 3   13.4194 27 -38508 303 4 2 3       4 1 4          c-C3H2
  117839.9034      0.004    -3.6054 3  220.2116 29  38508 3031410 4      14 9 5          c-C3H2
  118382.1740       0.02    -3.1677 3   71.5749 51 -38508 303 8 6 3       8 5 4          c-C3H2
  119077.9490       0.02     -3.267 3  329.5126105 -38508 3031714 3      1713 4          c-C3H2
  119959.1630       0.02    -3.6084 3   91.6725 19 -38508 303 9 7 3       9 6 4          c-C3H2
  121791.9570       0.02     -3.411 3  493.0533129 -38508 3032116 5      2115 6          c-C3H2
  122023.4820       0.02    -3.4361 3    2.2451 15 -38508 303 2 2 1       1 1 0          c-C3H2
  122642.0580       0.02    -3.7336 3  170.3105 25 -38508 3031211 1      1210 2          c-C3H2
  122668.5030       0.02    -3.1054 3  113.9915 63 -38508 30310 8 3      10 7 4          c-C3H2
  123879.2160       0.02    -3.8135 3  446.9346 41 -38508 3032015 5      2014 6          c-C3H2
  124528.8880       0.02    -3.9492 3  541.2740 45 -38508 3032217 5      2216 6          c-C3H2
  125076.4460       0.02     -3.842 3  451.0667 41 -38508 3032016 4      2015 5          c-C3H2
  126062.5419     0.0042    -3.0711 3  189.1633 81  38508 30313 9 4      13 8 5          c-C3H2
  126178.4393     0.0052    -3.9156 3  122.1403 21  38508 3031010 0      10 9 1          c-C3H2
  126753.9792      0.002    -3.5638 3  138.5350 23  38508 30311 9 3      11 8 4          c-C3H2
  127011.5461     0.0031    -3.6727 3  142.7631 23  38508 3031110 2      11 9 3          c-C3H2
  129904.5890       0.02    -3.2522 3  402.9033117 -38508 3031914 5      1913 6          c-C3H2
  130924.2500       0.02    -3.4097 3  121.9753 63 -38508 3031010 1      10 9 2          c-C3H2
  131444.5990       0.02    -3.1962 3  260.1652 93 -38508 3031513 2      1512 3          c-C3H2
  132381.5150       0.02    -3.0736 3  165.3091 75 -38508 3031210 3      12 9 4          c-C3H2
  132481.5680       0.02    -3.5196 3  591.6260141 -38508 3032318 5      2317 6          c-C3H2
  133675.0790       0.02    -3.5013 3  160.2672 25 -38508 30312 8 4      12 7 5          c-C3H2
