Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
H2CS	Thioformaldehyde	240.39303190, 240.39303190	7(3,4)-6(3,3)	-2.75410	  b	106.3280	152.9814	JPL
H2CS	Thioformaldehyde	240.51200190, 240.51200190	21(1,20)-21(1,21)	-4.87650		269.4799	387.7192	JPL
H2CS	Thioformaldehyde	240.54822860, 240.54822860	7(2,5)-6(2,4)	-3.08450	 0.16	60.6945	87.3253	JPL
H2CS	Thioformaldehyde	244.04784000, 244.04784000	7(1,6)-6(1,5)	-2.51040	 0.91	33.5928	48.3323	JPL
H2CS	Thioformaldehyde	263.20831740, 263.20831740	22(1,21)-22(1,22)	-4.86930		294.2374	423.3396	JPL
H2CS	Thioformaldehyde	270.52073970, 270.52073970	8(1,8)-7(1,7)	-2.37670		40.7563	58.6389	JPL
H2CS	Thioformaldehyde	274.52086980, 274.52086980	8(0,8)-7(0,7)	-2.81630		32.0690	46.1399	JPL
H2CS	Thioformaldehyde	274.57771040, 274.57771040	8(5,3)-7(5,2)	-3.02740		259.3034	373.0776	JPL
H2CS	Thioformaldehyde	274.57771040, 274.57771040	8(5,3)-7(5,2)	-3.02740		259.3034	373.0776	JPL
H2CS	Thioformaldehyde	274.65938900, 274.65938900	8(4,5)-7(4,4)	-3.24470		177.9678	256.0545	JPL
H2CS	Thioformaldehyde	274.65939150, 274.65939150	8(4,4)-7(4,3)	-3.24470		177.9678	256.0545	JPL
H2CS	Thioformaldehyde	274.70205480, 274.70205480	8(2,7)-7(2,6)	-2.92010		68.7058	98.8518	JPL
H2CS	Thioformaldehyde	274.73198060, 274.73198060	8(3,6)-7(3,5)	-2.57570		114.3466	164.5183	JPL
H2CS	Thioformaldehyde	274.73331980, 274.73331980	8(3,5)-7(3,4)	-2.57570		114.3467	164.5184	JPL
H2CS	Thioformaldehyde	274.95247300, 274.95247300	8(2,6)-7(2,5)	-2.91930		68.7183	98.8697	JPL
H2CS	Thioformaldehyde	278.88640030, 278.88640030	8(1,7)-7(1,6)	-2.35260		41.7334	60.0447	JPL
H2CS	Thioformaldehyde	286.88113710, 286.88113710	23(1,22)-23(1,23)	-4.86700		320.1142	460.5703	JPL
H2CS	Thioformaldehyde	304.30597480, 304.30597480	9(1,9)-8(1,8)	-2.24190		49.7799	71.6218	JPL
H2CS	Thioformaldehyde	308.74803750, 308.74803750	9(0,9)-8(0,8)	-2.68340		41.2260	59.3147	JPL
H2CS	Thioformaldehyde	308.89150690, 308.89150690	9(5,5)-8(5,4)	-2.83940		268.4624	386.2553	JPL
H2CS	Thioformaldehyde	308.89150700, 308.89150700	9(5,4)-8(5,3)	-2.83940		268.4624	386.2553	JPL
H2CS	Thioformaldehyde	308.98512640, 308.98512640	9(4,6)-8(4,5)	-3.08210		187.1294	269.2359	JPL
H2CS	Thioformaldehyde	308.98513260, 308.98513260	9(4,5)-8(4,4)	-3.08210		187.1294	269.2359	JPL
H2CS	Thioformaldehyde	309.01519080, 309.01519080	9(2,8)-8(2,7)	-2.78090		77.8689	112.0353	JPL
H2CS	Thioformaldehyde	309.07062940, 309.07062940	9(3,7)-8(3,6)	-2.42780		123.5107	177.7033	JPL
H2CS	Thioformaldehyde	309.07308380, 309.07308380	9(3,6)-8(3,5)	-2.42780		123.5108	177.7035	JPL
H2CS	Thioformaldehyde	309.37268550, 309.37268550	9(2,7)-8(2,6)	-2.78000		77.8898	112.0654	JPL
H2CS	Thioformaldehyde	311.51883160, 311.51883160	24(1,23)-24(1,24)	-4.86930		347.1095	499.4103	JPL
H2CS	Thioformaldehyde	313.71490720, 313.71490720	9(1,8)-8(1,7)	-2.21830		51.0360	73.4290	JPL
H2CS	Thioformaldehyde	338.08083060, 338.08083060	10(1,10)-9(1,9)	-2.12600		59.9304	86.2260	JPL
H2CS	Thioformaldehyde	342.94436890, 342.94436890	10(0,10)-9(0,9)	-2.56900		51.5247	74.1321	JPL
H2CS	Thioformaldehyde	343.20233100, 343.20233100	10(5,5)-9(5,4)	-2.68940	 0.98	278.7659	401.0796	JPL
H2CS	Thioformaldehyde	343.20233100, 343.20233100	10(5,5)-9(5,4)	-2.68940	 0.98	278.7659	401.0796	JPL
H2CS	Thioformaldehyde	343.30850030, 343.30850030	10(4,7)-9(4,6)	-2.94770		197.4360	284.0647	JPL
H2CS	Thioformaldehyde	343.30851370, 343.30851370	10(4,6)-9(4,5)	-2.94770		197.4360	284.0647	JPL
H2CS	Thioformaldehyde	343.31964450, 343.31964450	10(2,9)-9(2,8)	-2.66210		88.1765	126.8656	JPL
H2CS	Thioformaldehyde	343.40811890, 343.40811890	10(3,8)-9(3,7)	-2.30300		133.8202	192.5363	JPL
H2CS	Thioformaldehyde	343.41232500, 343.41232500	10(3,7)-9(3,6)	-2.30300		133.8204	192.5366	JPL
H2CS	Thioformaldehyde	343.81075530, 343.81075530	10(2,8)-9(2,7)	-2.66090		88.2093	126.9128	JPL
H2CS	Thioformaldehyde	348.53187330, 348.53187330	10(1,9)-9(1,8)	-2.10310		61.5004	88.4848	JPL
H2CS	Thioformaldehyde	371.84424110, 371.84424110	11(1,11)-10(1,10)	-2.02580		71.2076	102.4513	JPL
H2CS	Thioformaldehyde	377.10660020, 377.10660020	11(0,11)-10(0,10)	-2.47010		62.9641	90.5908	JPL
H2CS	Thioformaldehyde	377.50985140, 377.50985140	11(5,7)-10(5,6)	-2.56590		290.2139	417.5507	JPL
H2CS	Thioformaldehyde	377.50985150, 377.50985150	11(5,6)-10(5,5)	-2.56590		290.2139	417.5507	JPL
H2CS	Thioformaldehyde	377.61445550, 377.61445550	11(2,10)-10(2,9)	-2.55990		99.6284	143.3422	JPL
H2CS	Thioformaldehyde	377.62924570, 377.62924570	11(4,8)-10(4,7)	-2.83440		208.8876	300.5409	JPL
H2CS	Thioformaldehyde	377.62927260, 377.62927260	11(4,7)-10(4,6)	-2.83440		208.8876	300.5409	JPL
H2CS	Thioformaldehyde	377.74423570, 377.74423570	11(3,9)-10(3,8)	-2.19650		145.2751	209.0173	JPL
H2CS	Thioformaldehyde	377.75106770, 377.75106770	11(3,8)-10(3,7)	-2.19650		145.2754	209.0177	JPL
H2CS	Thioformaldehyde	378.26850630, 378.26850630	11(2,9)-10(2,8)	-2.55850		99.6776	143.4130	JPL
H2CS	Thioformaldehyde	383.33593620, 383.33593620	11(1,10)-10(1,9)	-2.00370		73.1262	105.2117	JPL
H2CS	Thioformaldehyde	405.59516690, 405.59516690	12(1,12)-11(1,11)	-1.93890		83.6110	120.2969	JPL
H2CS	Thioformaldehyde	411.23155500, 411.23155500	12(0,12)-11(0,11)	-2.38450		75.5430	108.6889	JPL
H2CS	Thioformaldehyde	411.81373680, 411.81373680	12(5,8)-11(5,7)	-2.46230		302.8062	435.6681	JPL
H2CS	Thioformaldehyde	411.81373690, 411.81373690	12(5,7)-11(5,6)	-2.46230		302.8062	435.6681	JPL
H2CS	Thioformaldehyde	411.89866520, 411.89866520	12(2,11)-11(2,10)	-2.47170		112.2243	161.4648	JPL
