Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
HC17O+	Formylium	261.16476390, 261.16476390	J=3-2,F=5/2-5/2	-2.04880	 1.8	8.7117	12.5341	CDMS
HC17O+	Formylium	261.16487510, 261.16487510	J=3-2,F=9/2-7/2	-1.58130	 1.8	8.7117	12.5341	CDMS
HC17O+	Formylium	261.16488430, 261.16488430	J=3-2,F=3/2-3/2	-2.13530	 1.8	8.7117	12.5341	CDMS
HC17O+	Formylium	261.16489930, 261.16489930	J=3-2,F=11/2-9/2	-1.41320	 1.8	8.7117	12.5341	CDMS
HC17O+	Formylium	261.16492000, 261.16492000	J=3-2	-0.86910	 1.8	8.7117	12.5341	CDMS
HC17O+	Formylium	261.16496310, 261.16496310	J=3-2,F=7/2-7/2	-2.05960	 1.8	8.7117	12.5341	CDMS
HC17O+	Formylium	261.16506170, 261.16506170	J=3-2,F=1/2-1/2	-2.30050	 1.8	8.7117	12.5341	CDMS
HC17O+	Formylium	261.16512460, 261.16512460	J=3-2,F=7/2-5/2	-1.78120	 1.8	8.7117	12.5341	CDMS
HC17O+	Formylium	261.16537180, 261.16537180	J=3-2,F=5/2-3/2	-2.03300	 1.8	8.7117	12.5341	CDMS
HC17O+	Formylium	261.16544610, 261.16544610	J=3-2,F=3/2-1/2	-2.39740	 1.8	8.7117	12.5341	CDMS
HC17O+	Formylium	261.16584980, 261.16584980	J=3-2,F=9/2-9/2	-2.22480	 1.8	8.7117	12.5341	CDMS
HC17O+	Formylium	261.16593790, 261.16593790	J=3-2,F=7/2-9/2	-3.32170		8.7117	12.5341	CDMS
HCO+v=0	Formylium	267.55762590, 267.55762590	3-2	-0.85420	12.	8.9250	12.8410	CDMS
D13CO+	Formylium	282.92000550, 282.92000550	4-3	-0.77680		14.1562	20.3675	CDMS
DCO+v=0	Formylium	288.14385830, 288.14385830	J=4-3	-0.75370	<1.3	14.4176	20.7436	CDMS
HC18O+	Formylium	340.63069160, 340.63069160	4-3	-0.54310	 4.9f	17.0439	24.5222	CDMS
H13CO+	Formylium	346.99834400, 346.99834400	4-3	-0.51980	 1.03	17.3626	24.9808	CDMS
HC17O+	Formylium	348.21041150, 348.21041150	J=4-3,F=3/2-5/2	-3.09300		17.4232	25.0680	CDMS
HC17O+	Formylium	348.21049460, 348.21049460	J=4-3,F=5/2-7/2	-2.98380		17.4233	25.0681	CDMS
HC17O+	Formylium	348.21085520, 348.21085520	J=4-3,F=5/2-5/2	-1.95580		17.4232	25.0680	CDMS
