Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
OHv=0	Hydroxyl	425.03629870, 425.03629870	J=7/2-3/2, &Omega;=3/2-1/2, F=3--2+	-15.78380		187.7550	270.1393	JPL
OHv=0	Hydroxyl	446.29106110, 446.29106110	J=7/2-3/2, &Omega;=3/2-1/2, F=3+-2-	-12.73030		187.4941	269.7639	JPL
