Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
t-HCOOH	Formic Acid	179.38469930, 179.38469930	8(2,7)-7(2,6)	-3.50640		29.8139	42.8953	CDMS
t-HCOOH	Formic Acid	179.91046670, 179.91046670	8(7,2)-7(7,1)	-4.31280		129.1866	185.8696	CDMS
t-HCOOH	Formic Acid	179.91046670, 179.91046670	8(7,2)-7(7,1)	-4.31280		129.1866	185.8696	CDMS
t-HCOOH	Formic Acid	179.91299730, 179.91299730	8(6,3)-7(6,2)	-3.98200		100.5099	144.6105	CDMS
t-HCOOH	Formic Acid	179.91299740, 179.91299740	8(6,2)-7(6,1)	-3.98200		100.5099	144.6105	CDMS
t-HCOOH	Formic Acid	179.93206760, 179.93206760	8(5,4)-7(5,3)	-3.78750		76.2310	109.6788	CDMS
t-HCOOH	Formic Acid	179.93207400, 179.93207400	8(5,3)-7(5,2)	-3.78750		76.2310	109.6788	CDMS
t-HCOOH	Formic Acid	179.98416170, 179.98416170	8(4,5)-7(4,4)	-3.65560		56.3582	81.0864	CDMS
t-HCOOH	Formic Acid	179.98527520, 179.98527520	8(4,4)-7(4,3)	-3.65560		56.3582	81.0864	CDMS
t-HCOOH	Formic Acid	180.08304860, 180.08304860	8(3,6)-7(3,5)	-3.56390		40.8991	58.8443	CDMS
t-HCOOH	Formic Acid	180.08663180, 180.08663180	7(2,5)-7(1,6)	-5.37000		23.9329	34.4339	CDMS
t-HCOOH	Formic Acid	180.17121550, 180.17121550	8(3,5)-7(3,4)	-3.56340		40.9016	58.8479	CDMS
t-HCOOH	Formic Acid	180.17213480, 180.17213480	12(3,9)-13(1,12)	-6.70720		72.5140	104.3309	CDMS
t-HCOOH	Formic Acid	180.90066480, 180.90066480	17(2,15)-17(1,16)	-5.08100		119.8587	172.4489	CDMS
t-HCOOH	Formic Acid	181.05387680, 181.05387680	23(6,18)-24(5,19)	-6.01730		280.7176	403.8877	CDMS
