Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
HCNv=0	Hydrogen Cyanide	177.26122200, 177.26122200	J=2-1,F=3-2	-1.95120		2.9564	4.2536	CDMS
HCNv=0	Hydrogen Cyanide	177.26201280, 177.26201280	J=2-1,F=1-2	-3.87540		2.9564	4.2536	CDMS
HCNv=0	Hydrogen Cyanide	177.26344470, 177.26344470	J=2-1,F=1-1	-2.69930		2.9564	4.2536	CDMS
DCNv=0	Hydrogen Cyanide	217.23840000, 217.23840000	J=3-2,F=2-1	-2.03550	 0.7	7.2464	10.4259	JPL
DCNv=0	Hydrogen Cyanide	217.23863070, 217.23863070	J=3-2,F=2-2	-2.76790	 0.7	7.2464	10.4259	JPL
DCNv=0	Hydrogen Cyanide	217.23863070, 217.23863070	J=3-2,F=2-2	-2.76790	 0.7	7.2464	10.4259	JPL
DCNv=0	Hydrogen Cyanide	217.23863070, 217.23863070	J=3-2,F=2-2	-1.86480	 0.7	7.2464	10.4259	JPL
DCNv=0	Hydrogen Cyanide	217.23863070, 217.23863070	J=3-2,F=2-2	-1.70460	 0.7	7.2464	10.4259	JPL
HC15Nv=0	Hydrogen Cyanide	258.15710000, 258.15710000	3-2	-1.11610	 5.2	8.6114	12.3898	JPL
H13CNv=0	Hydrogen Cyanide	259.01025560, 259.01025560	J=3-2,F=3-3	-2.57290		8.6399	12.4310	CDMS
H13CNv=0	Hydrogen Cyanide	259.01155250, 259.01155250	J=3-2,F=2-1	-1.84050		8.6399	12.4310	CDMS
H13CNv=0	Hydrogen Cyanide	259.01179760, 259.01179760	J=3-2	-1.14150		8.6399	12.4310	CDMS
H13CNv=0	Hydrogen Cyanide	259.01179760, 259.01179760	J=3-2,F=3-2	-1.66980		8.6399	12.4310	CDMS
H13CNv=0	Hydrogen Cyanide	259.01186360, 259.01186360	J=3-2,F=4-3	-1.50950		8.6399	12.4310	CDMS
H13CNv=0	Hydrogen Cyanide	259.01234320, 259.01234320	J=3-2,F=2-3	-4.11700		8.6399	12.4310	CDMS
H13CNv=0	Hydrogen Cyanide	259.01388530, 259.01388530	J=3-2,F=2-2	-2.57290		8.6399	12.4310	CDMS
HCNv=0	Hydrogen Cyanide	265.88489120, 265.88489120	J=3-2,F=3-3	-2.53870		8.8692	12.7607	CDMS
HCNv=0	Hydrogen Cyanide	265.88618860, 265.88618860	J=3-2,F=2-1	-1.80630		8.8693	12.7609	CDMS
HCNv=0	Hydrogen Cyanide	265.88643390, 265.88643390	J=3-2,F=3-2	-1.63560		8.8692	12.7607	CDMS
HCNv=0	Hydrogen Cyanide	265.88643430, 265.88643430	J=3-2	-1.10590		8.8692	12.7607	CDMS
HCNv=0	Hydrogen Cyanide	265.88649990, 265.88649990	J=3-2,F=4-3	-1.47530		8.8692	12.7607	CDMS
HCNv=0	Hydrogen Cyanide	265.88697930, 265.88697930	J=3-2,F=2-3	-4.08270		8.8692	12.7607	CDMS
HCNv=0	Hydrogen Cyanide	265.88852210, 265.88852210	J=3-2,F=2-2	-2.53860		8.8692	12.7607	CDMS
DCNv=0	Hydrogen Cyanide	289.64467000, 289.64467000	J=4-3,F=3-2	-1.60260	 1.65	14.4927	20.8516	JPL
DCNv=0	Hydrogen Cyanide	289.64524250, 289.64524250	J=4-3,F=4-3	-1.48450	 1.65	14.4927	20.8516	JPL
DCNv=0	Hydrogen Cyanide	289.64524250, 289.64524250	J=4-3,F=4-3	-1.36930	 1.65	14.4927	20.8516	JPL
HC15Nv=0	Hydrogen Cyanide	344.20031990, 344.20031990	4-3	-0.76230	37.2f	17.2226	24.7793	JPL
H13CNv=0	Hydrogen Cyanide	345.33816130, 345.33816130	J=4-3,F=4-4	-2.46900		17.2796	24.8617	CDMS
H13CNv=0	Hydrogen Cyanide	345.33965860, 345.33965860	J=4-3,F=3-2	-1.41100		17.2796	24.8617	CDMS
H13CNv=0	Hydrogen Cyanide	345.33976930, 345.33976930	J=4-3	-0.78770		17.2796	24.8617	CDMS
H13CNv=0	Hydrogen Cyanide	345.33976930, 345.33976930	J=4-3,F=4-3	-1.29290		17.2796	24.8617	CDMS
H13CNv=0	Hydrogen Cyanide	345.33981480, 345.33981480	J=4-3,F=5-4	-1.17770		17.2796	24.8617	CDMS
H13CNv=0	Hydrogen Cyanide	345.34013820, 345.34013820	J=4-3,F=3-4	-4.26830		17.2796	24.8617	CDMS
H13CNv=0	Hydrogen Cyanide	345.34174620, 345.34174620	J=4-3,F=3-3	-2.46900		17.2796	24.8617	CDMS
HCNv=0	Hydrogen Cyanide	354.50386860, 354.50386860	J=4-3,F=4-4	-2.43530		17.7383	25.5213	CDMS
HCNv=0	Hydrogen Cyanide	354.50536650, 354.50536650	J=4-3,F=3-2	-1.37730		17.7383	25.5213	CDMS
HCNv=0	Hydrogen Cyanide	354.50547730, 354.50547730	J=4-3,F=4-3	-1.25920		17.7382	25.5212	CDMS
HCNv=0	Hydrogen Cyanide	354.50547790, 354.50547790	J=4-3	-0.75260		17.7382	25.5212	CDMS
